p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
5.08288891127779e-16	0.390832820465824	1	0.573	1.38671375277481e-11	0	neurog1
7.43051530608005e-05	0.278583486144866	0.358	0.193	1	0	prpf3
0.000419865410213623	0.358317347943311	0.514	0.332	1	0	dbx1a
0.000514520735253604	0.190500101632914	0.321	0.171	1	0	slc25a1a
0.000708112412432545	0.203572858461327	0.734	0.611	1	0	ppig
0.00106233207653237	0.217593315581243	0.725	0.614	1	0	ppih
0.00108382200778448	0.108511649880664	1	1	1	0	hnrnpaba
0.00133009200026363	0.126665961294298	0.11	0.032	1	0	zcchc7
0.00161622980732238	0.127225778172882	1	1	1	0	hmgb2a
0.00204310932018911	0.177965885170348	0.936	0.905	1	0	ddx61
0.00228771859980457	0.406762899443195	0.257	0.133	1	0	her3
0.00240013063265288	0.227950850797143	0.422	0.291	1	0	cd2bp2
0.00242167234206235	0.167777799637309	0.22	0.111	1	0	ccar1
0.00249891954634805	0.245547372471959	0.661	0.582	1	0	hypk
0.00291118603728309	0.214465367554055	0.459	0.32	1	0	si:ch73-105m5.1
0.0033647136986899	0.174552352429302	0.927	0.911	1	0	atp5g3a
0.00355874485815321	0.294104235817295	0.486	0.345	1	0	dbx1b
0.00359099073538555	0.144190554602987	0.22	0.108	1	0	hnrnpa0l.1
0.00408746417612494	0.207140259039822	0.541	0.411	1	0	si:ch73-308l14.2
0.00510217134613243	0.230376804620943	0.817	0.769	1	0	eif4a3
0.00598045500989858	0.175683043195352	0.716	0.608	1	0	tomm22
0.0061517581063142	0.209343345077509	0.56	0.472	1	0	sept12
0.00642602474122485	0.103867034022325	1	1	1	0	ybx1
0.0065563795639699	0.119387651701082	0.156	0.07	1	0	im:7140055
0.00697666336404651	0.137096471992718	0.128	0.054	1	0	wwp1
0.00727656636474906	0.14175711099894	0.128	0.054	1	0	ints6
0.00753737828387097	0.184225870389382	0.78	0.693	1	0	pax6a
0.00761417700086845	0.264513794556868	0.972	0.873	1	0	her4.1
0.00765473696255276	0.185189523558924	0.679	0.636	1	0	tmpoa
